,FIGHTER,RECORD,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,FIGHTER_ID
3004,Roberto Traven,Record: 6-4-1,"6' 3""",227 lbs.,--,Orthodox,"Sep 16, 1968",0.92,50%,2.77,57%,0.0,0%,0%,0.0,20ec0061400178ca
3005,Bryan Travers,Record: 15-4-0,"5'10""",155 lbs.,"69.0""",--,"Apr 11, 1983",2.33,48%,3.93,55%,2.0,28%,63%,0.0,008cf84faae9c7a5
3006,Alexander Trevino,Record: 7-7-0,"6'0""",170 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,73abb7a5c57fb443
3007,Francisco Trevino,Record: 13-3-0,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",2.65,42%,2.42,64%,0.97,22%,41%,0.0,97a6bbe6e6566a94
3008,Angelo Trevino,Record: 7-3-0,"5' 11""",170 lbs.,"74.0""",Switch,"Jun 10, 1993",5.19,54%,3.9,47%,0.0,0%,100%,0.0,0cf9f5518d6063bb
3009,Frank Trigg,Record: 21-9-0,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",2.79,46%,1.9,56%,2.35,47%,75%,0.8,d2d37e8eeb3abc8d
3010,Francisco Trinaldo,Record: 26-7-0,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978",3.11,44%,2.56,60%,1.09,46%,61%,0.6,a8283a4f415e1eb9
3011,Damien Trites,Record: 7-6-0,"5' 11""",165 lbs.,--,--,"Aug 23, 1979",0.0,0%,0.0,0%,0.0,0%,0%,0.0,cb1c09c8126dbee0
3012,Michael Trizano,Record: 9-1-0,"5' 11""",155 lbs.,"71""",Orthodox,"Dec 31, 1991",3.02,53%,2.11,63%,0.4,50%,80%,0.8,5bf31a46becc1204
3013,Antonio Trocoli,Record: 11-3-0 (1 NC),"6' 5""",205 lbs.,"82""",Orthodox,"Dec 06, 1990",1.27,71%,4.56,25%,3.8,100%,100%,3.8,6d48a2df51749d91
3014,Tor Troeng,Record: 16-7-1,"6' 2""",185 lbs.,"77""",Orthodox,"Jan 25, 1983",1.16,46%,3.26,32%,0.62,7%,66%,0.3,8abf70f79e9e27c2
3015,Aaron Trujillo,Record: 0-1-0,"5' 5""",125 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,cc18abc046b382c9
3016,Reynaldo Trujillo,Record: 21-19-0,"5' 9""",155 lbs.,--,--,"Jan 01, 1982",0.0,0%,0.0,0%,0.0,0%,0%,0.0,e6b233a007cb06c4
3017,Abel Trujillo,Record: 15-8-0 (1 NC),"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983",2.65,41%,2.31,59%,2.18,45%,40%,0.4,e14b5aa06eea9653
3018,Arman Tsarukyan,Record: 15-2-0,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",3.36,43%,1.56,59%,1.33,14%,76%,0.0,eae48ff31db420c2
3019,Chris Tuchscherer,Record: 21-4-0 (1 NC),"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",1.35,31%,3.17,47%,1.19,18%,0%,0.6,df05aa15b2d66f57
3020,Jon Tuck,Record: 10-5-0,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984",3.0,40%,3.74,60%,0.42,33%,50%,1.0,53ec9cb470e1a4ea
3021,Gavin Tucker,Record: 12-1-0,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",3.67,39%,3.93,58%,1.91,35%,40%,1.9,da816417a579a0bd
3022,Jumabieke Tuerxun,Record: 19-4-1,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 17, 1986",1.6,28%,3.08,59%,0.47,11%,66%,0.9,1ed32eaaba9ffe10
3023,Tom Tuggle,Record: 0-3-0,"6' 2""",250 lbs.,--,Orthodox,--,0.0,0%,2.14,0%,32.14,100%,0%,0.0,b9aa7d230865b5fe
3024,Blair Tugman,Record: 10-6-0,"6' 0""",135 lbs.,"70.0""",--,--,2.25,53%,0.93,50%,7.5,60%,0%,0.0,63f8775391301891
3025,Tai Tuivasa,Record: 10-3-0,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",4.09,48%,3.54,51%,0.0,0%,42%,0.0,c62fbc117d57b943
3026,Zubaira Tukhugov,Record: 19-5-1,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 15, 1991",2.54,38%,2.53,63%,2.54,46%,100%,0.0,aceffa19749c4dc0
3027,Teila Tuli,Record: 0-1-0,"6' 0""",430 lbs.,--,Orthodox,"Jun 14, 1969",0.0,0%,0.0,0%,0.0,0%,0%,0.0,96eff1a628adcc7f
3028,Albert Tumenov,Record: 18-4-0,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",3.76,42%,3.34,58%,0.2,20%,75%,0.0,ff6a1f63c254127e
3029,Ricky Turcios,Record: 8-1-0,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",7.33,37%,4.07,64%,0.0,0%,0%,0.0,cd3d7e37ff2d679c
3030,Wellington Turman,Record: 16-4-0,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 22, 1996",2.75,42%,3.71,45%,2.63,35%,100%,0.9,4dcfb28c011c11b2
3031,Courtney Turner,Record: 0-3-0,"6' 2""",170 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,56f4b81ec4db61af
3032,Jalin Turner,Record: 10-5-0,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",6.2,47%,4.37,45%,0.71,66%,78%,1.8,4d8fa64202cee4c1
3033,Austin Tweedy,Record: 8-2-0,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 25, 1990",4.29,66%,6.43,0%,0.0,0%,0%,0.0,885adaff8fe15cf7
3034,Marcin Tybura,Record: 20-6-0,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.6,50%,3.13,57%,1.63,47%,82%,0.1,c9cf753cfdf77fc2
3035,James Wade,Record: 4-11-0,"5' 10""",205 lbs.,--,--,1972.02.08,0.0,0%,0.0,0%,0.0,0%,0%,0.0,6291decf7f3b6608
3036,Chris Wade,Record: 12-3-0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 30, 1987",1.7,53%,1.75,51%,2.6,51%,55%,1.1,c8097968da5e5f13
3037,Neil Wain,Record: 13-4-0,"5' 10""",242 lbs.,--,Orthodox,--,2.64,50%,8.57,43%,0.0,0%,50%,0.0,6b7bc7eaf2465387
3038,TJ Waldburger,Record: 16-9-0,"5' 11""",170 lbs.,"75""",Orthodox,"Apr 25, 1988",2.02,51%,2.39,40%,3.03,46%,40%,4.8,8f2939f5fd9cca1e
3039,Chase Waldon,Record: 11-2-0,"6' 1""",185 lbs.,"75""",Orthodox,"Sep 19, 1986",1.03,28%,6.72,38%,7.76,33%,0%,0.0,aeb6c57b9bd8bc3a
3040,Andre Walker,Record: 1-5-0,"5' 11""",205 lbs.,--,Southpaw,1972.11.22,2.28,31%,4.36,34%,0.0,0%,0%,0.0,18944a1a6ac1becf
3041,Herschel Walker,Record: 2-0-0,"6' 1""",215 lbs.,"76.0""",Orthodox,"Mar 03, 1962",3.42,67%,0.45,46%,1.94,100%,100%,0.0,bd92e38aef641673
3042,Donny Walker,Record: 15-10-0,"5' 9""",135 lbs.,"71.0""",--,"Jan 04, 1980",1.81,37%,3.85,46%,0.0,0%,57%,1.7,e6147d5ab3685899
3043,Johnny Walker,Record: 18-5-0,"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",4.41,72%,3.51,31%,0.4,100%,60%,1.2,c21f26bbde777573
3044,Ben Wall,Record: 8-7-1,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 25, 1989",1.47,29%,8.53,29%,0.0,0%,100%,0.0,1ad381c8994c4e5b
3045,Crafton Wallace,Record: 18-6-1,"6' 0""",185 lbs.,--,Orthodox,"Nov 10, 1975",1.55,44%,2.36,47%,0.0,0%,42%,0.0,bf41b5131545da12
3046,Rodney Wallace,Record: 26-15-1,"5' 9""",205 lbs.,"72""",Switch,"Nov 21, 1981",1.13,46%,3.44,45%,6.0,54%,28%,1.0,b9415726dc3ec526
3047,Jeremy Wallace,Record: 4-6-0,"5' 9""",--,--,--,1987.02.13,0.0,0%,0.0,0%,0.0,0%,0%,0.0,b87c3f460709f74c
3048,Randall Wallace,Record: 15-6-0,"5' 11""",185 lbs.,"73""",Orthodox,"Mar 01, 1989",1.13,38%,4.11,45%,2.13,50%,0%,0.0,95cf6be9071e68b0
3049,James Wallace,Record: 5-2-0,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 17, 1992",0.52,28%,3.41,35%,0.0,0%,0%,0.0,4078de7181a19142
3050,Jim Wallhead,Record: 29-11-0,"5' 10""",170 lbs.,"74.0""",Orthodox,"Mar 14, 1984",3.19,26%,6.65,49%,0.0,0%,100%,0.0,0c670b443c3d269f
3051,Cory Walmsley,Record: 8-2-0,"6' 0""",205 lbs.,--,Orthodox,--,0.79,100%,1.18,50%,0.0,0%,0%,0.0,83c6c3e0f8bde8ee
3052,Richard Walsh,Record: 9-5-0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 01, 1988",3.84,46%,2.72,58%,1.55,40%,66%,0.2,303a05a7aa3ff761
3053,Patrick Walsh,Record: 10-3-0,"5' 11""",185 lbs.,"71""",--,"Nov 28, 1988",2.03,19%,2.83,64%,3.0,54%,100%,1.5,b4c96c3d9139bf0e
3054,Erick Wanderlei,Record: 3-3-0,"6' 1""",205 lbs.,--,Orthodox,--,0.63,41%,2.66,40%,3.8,66%,0%,1.9,d57e6a8971b6d2bd
3055,Dimitiri Wanderley,Record: 5-2-0,--,205 lbs.,--,Orthodox,--,0.92,25%,4.31,30%,1.16,20%,0%,0.0,a1d6b308781aa2f5
3056,Andy Wang,Record: 7-8-1 (1 NC),"5' 6""",155 lbs.,--,Orthodox,"May 28, 1977",3.43,36%,10.29,62%,0.0,0%,0%,0.0,476414d2f18cd059
3057,Sai Wang,Record: 20-6-1,"6' 0""",170 lbs.,"72""",Southpaw,"Jan 14, 1986",3.17,46%,2.27,53%,0.0,0%,77%,0.0,efb9a43415a56d34
3058,Anying Wang,Record: 2-1-0,"6' 0""",170 lbs.,"74.0""",Orthodox,"Apr 04, 1991",1.32,26%,1.63,44%,0.0,0%,33%,0.0,69e8c632135af48b
3059,Curt Warburton,Record: 13-6-0,"6' 0""",155 lbs.,"73""",Orthodox,--,2.13,42%,3.44,43%,2.35,50%,83%,0.9,2721bb808bb2523c
3060,Brennan Ward,Record: 14-5-0,"5' 10""",170 lbs.,"71""",--,"Jun 28, 1988",7.2,60%,2.76,52%,0.0,0%,100%,3.6,67cd6495280b0a57
3061,Charlie Ward,Record: 3-3-0,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 17, 1980",1.64,19%,7.21,53%,0.0,0%,0%,0.0,e81dd0bb8a64b550
3062,Terrion Ware,Record: 17-9-0,"5' 8""",135 lbs.,"71""",Orthodox,"Mar 31, 1986",4.02,32%,6.07,50%,0.5,22%,44%,0.0,ba5e253af86db1a8
3063,Joe Warren,Record: 15-6-0,"5' 6""",135 lbs.,"69.0""",Orthodox,"Oct 31, 1976",2.15,46%,2.39,52%,6.14,46%,60%,0.0,c0c1bc0766df4c00
3064,Brian Warren,Record: 18-17-1,"6' 0""",185 lbs.,"75.0""",Orthodox,1974.06.05,1.16,21%,4.63,57%,0.0,0%,0%,0.0,c4c4c7dd26c15d91
3065,Merritt Warren,Record: 3-3-0,"5' 10""",155 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,1e47dba648ea438c
3066,Idris Wasi,Record: 2-14-0,"6' 0""",186 lbs.,--,--,"Dec 11, 1989",0.4,31%,3.53,46%,0.0,0%,20%,0.0,8a19676a3388845a
3067,Kengo Watanabe,Record: 8-13-3 (1 NC),"6' 4""",220 lbs.,--,Orthodox,"Jan 31, 1976",0.6,40%,3.4,35%,1.0,100%,37%,0.0,2abe38b81d68a24a
3068,Kazuhisa Watanabe,Record: 0-1-0,"5' 6""",139 lbs.,--,--,"May 18, 1983",0.62,50%,0.94,0%,0.0,0%,14%,0.0,951ffadfc4e917ea
3069,Ron Waterman,Record: 16-6-2,"6' 2""",280 lbs.,--,Orthodox,"Nov 23, 1965",0.84,50%,1.37,42%,4.19,69%,50%,2.8,efaf544314bb5c2e
3070,Andy Waters,Record: 1-2-0,"6' 0""",170 lbs.,--,--,1985.02.08,0.0,0%,0.0,0%,0.0,0%,0%,0.0,103e2e67919379c5
3071,Dominic Waters,Record: 9-5-0,"6' 1""",170 lbs.,"79""",Orthodox,"Apr 11, 1989",0.48,23%,2.53,39%,4.07,52%,28%,0.0,2de91c2244ad7e89
3072,Michelle Waterson,Record: 18-8-0,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",3.58,49%,4.0,49%,1.52,34%,67%,0.9,eb04b9d31e938edb
3073,Sam Watford,Record: 2-2-0,"5'10""",155 lbs.,"76.0""",--,--,0.13,18%,0.73,62%,2.0,40%,60%,1.0,1836639ecf9b6e7f
3074,Blake Watkins,Record: 5-1-0,"6'2""",185 lbs.,"76.0""",--,--,5.45,62%,7.64,61%,0.0,0%,0%,0.0,117580b232409824
3075,Kyle Watson,Record: 13-8-1,"6' 0""",155 lbs.,"70.0""",Southpaw,"Aug 09, 1979",3.67,35%,3.25,62%,0.0,0%,100%,0.0,d7b2c0b53883ee80
3076,Maka Watson,Record: 4-2-0,"5'9""",155 lbs.,"69.0""",--,"Sep 22, 1984",0.93,37%,1.6,22%,2.0,100%,33%,0.0,a31dfd9e8b2dc6ca
3077,Walel Watson,Record: 14-10-0,"5' 11""",135 lbs.,"75""",Orthodox,"Jul 16, 1984",2.1,29%,3.79,43%,0.0,0%,61%,1.4,92aafa8f4b26269b
3078,Tom Watson,Record: 17-9-0,"6' 1""",185 lbs.,"73""",Orthodox,"Jul 13, 1982",4.01,44%,4.41,50%,0.15,7%,43%,0.0,6809c31286b08d97
3079,Enrique Watson,Record: 3-1-0,"5'9""",185 lbs.,--,--,1978.08.25,0.0,0%,0.0,0%,0.0,0%,0%,0.0,a99d4aa689bdca18
3080,Brok Weaver,Record: 15-6-0,"6' 0""",155 lbs.,"73""",Southpaw,"Dec 05, 1991",4.78,64%,4.35,46%,0.41,10%,66%,0.4,7c9f96f9a6a5cd50
3081,Jonavin Webb,Record: 9-2-0 (1 NC),"5' 10""",170 lbs.,"71""",Orthodox,"Apr 28, 1989",1.47,30%,2.27,64%,2.5,31%,40%,1.0,f40ec51dd4de47c3
3082,Stephanie Webber,Record: 2-2-0,"5' 6""",135 lbs.,--,--,--,0.91,80%,3.85,15%,6.79,40%,0%,0.0,d44a84409bf0da64
3083,Royston Wee,Record: 4-1-0,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986",1.1,60%,2.45,49%,3.38,81%,0%,0.0,b9c03e7a4557e542
3084,Daniel Weichel,Record: 39-9-0,"5' 10""",145 lbs.,"70""",--,"Nov 22, 1984",5.71,42%,4.05,61%,0.84,50%,83%,0.0,7b9dade6bedaabbe
3085,Chris Weidman,Record: 15-5-0,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",3.03,43%,3.15,52%,3.93,47%,65%,0.9,3a8176e15b9887c1
3086,Mark Weir,Record: 21-18-1,"6' 2""",185 lbs.,--,Southpaw,"Sep 19, 1967",1.54,56%,2.5,38%,0.8,50%,25%,2.4,9ccdd2ce45903f34
3087,Christian Wellisch,Record: 8-5-0,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975",3.12,27%,3.04,56%,1.22,42%,45%,1.2,f1b2a4365799c48b
3088,Jeremiah Wells,Record: 8-2-1,"5' 9""",170 lbs.,"75.0""",--,"Oct 30, 1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0,d66a46de8d705353
3089,Fabricio Werdum,Record: 24-9-1,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977",3.59,52%,2.64,55%,1.75,31%,31%,1.2,492b202d2064e7a9
3090,Mike Wessel,Record: 15-8-0,"6' 0""",260 lbs.,"71.0""",Orthodox,"Dec 02, 1977",1.82,56%,6.43,22%,6.29,50%,0%,0.0,b51841e7c594090d
3091,Dustin West,Record: 6-6-0,"5' 11""",170 lbs.,"72.0""",--,1979.07.26,0.0,0%,0.0,0%,0.0,0%,0%,0.0,5f5763b3a4de8dd4
3092,Sheldon Westcott,Record: 10-3-1,"6' 1""",170 lbs.,"71""",Southpaw,"Aug 20, 1984",2.26,40%,3.73,37%,3.23,37%,14%,0.0,ec2d13a87d3d9541
3093,Aaron Wetherspoon,Record: 9-5-0 (1 NC),"5'7""",170 lbs.,--,--,1979.01.11,2.27,32%,4.33,45%,0.0,0%,77%,0.0,1ce7998e0a215caa
3094,Coty Wheeler,Record: 14-5-0,"5' 6""",135 lbs.,"67""",Orthodox,"Oct 11, 1978",1.88,22%,3.16,59%,0.87,37%,33%,2.6,e57f0b06ea39e360
3095,Vernon White,Record: 26-33-2,"6' 0""",205 lbs.,--,Southpaw,"Dec 03, 1971",2.11,38%,2.2,54%,0.88,28%,44%,0.0,12458872d6afae1b
3096,Steve White,Record: 1-4-0,"5' 11""",175 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,d181689653115b6a
3097,Alex White,Record: 13-6-0,"6' 0""",155 lbs.,"71""",Southpaw,"Oct 22, 1988",3.76,42%,3.07,60%,0.92,28%,71%,0.5,c17041f1bb5768d8
3098,Craig White,Record: 14-9-0,"6' 2""",170 lbs.,"76""",Orthodox,"Jul 01, 1990",1.23,40%,3.28,39%,0.0,0%,50%,0.8,3dd949593346dbc3
3099,Robert Whiteford,Record: 14-4-0,"5' 9""",145 lbs.,"69""",Southpaw,"Apr 12, 1983",2.33,46%,1.99,62%,1.9,30%,45%,0.0,1dafccb62a0f98ec
3100,Mike Whitehead,Record: 27-8-0,"6' 1""",205 lbs.,--,Orthodox,"Jun 29, 1981",1.62,33%,2.36,59%,3.59,43%,77%,0.3,22d1e00e1aabb7c9
3101,Garett Whiteley,Record: 7-3-0,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 13, 1980",3.72,48%,4.04,46%,0.0,0%,27%,0.9,129537073431e52e
3102,Mitch Whitesel,Record: 17-27-0 (1 NC),"5' 9""",185 lbs.,--,--,"Jul 12, 1981",0.0,0%,0.0,0%,0.0,0%,0%,0.0,b6debbda44d4a5a0
3103,Emily Whitmire,Record: 4-4-0,"5' 5""",115 lbs.,"63""",Orthodox,"May 24, 1991",2.71,30%,3.08,54%,1.1,50%,70%,0.6,b3d21b2610dcfaeb
3104,Robert Whittaker,Record: 22-5-0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",4.51,40%,3.43,61%,0.46,30%,84%,0.0,e1147d3d2dabe1ce
3105,Adam Wieczorek,Record: 10-2-0,"6' 5""",250 lbs.,"81""",Orthodox,"Feb 05, 1992",1.68,38%,1.87,48%,0.41,33%,58%,0.4,efa1f6b42c86793c
3106,Orlando Wiet,Record: 1-5-0,"5' 10""",170 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,a6c2f5381d575920
3107,Jonathan Wiezorek,Record: 11-2-0,"6' 3""",250 lbs.,--,Southpaw,"Feb 10, 1978",1.27,58%,5.47,31%,1.91,20%,0%,0.0,60884f31ead1609c
3108,Justin Wilcox,Record: 14-7-0 (1 NC),"5' 6""",155 lbs.,"68.0""",Orthodox,"Mar 12, 1979",3.82,28%,2.63,71%,1.43,16%,100%,0.0,4a482a0100cfcd0a
3109,Joe Wilk,Record: 19-11-0,"5' 9""",145 lbs.,"68.0""",--,"Apr 12, 1982",1.0,54%,2.0,72%,0.0,0%,0%,0.0,781014fb7e8e647a
3110,Aaron Wilkinson,Record: 11-7-0,"5' 10""",155 lbs.,"72.0""",--,"Jan 31, 1987",0.0,0%,0.0,100%,7.32,100%,0%,0.0,338a11d3674eb2d4
3111,Mike Wilkinson,Record: 9-4-0,"5' 7""",145 lbs.,"66""",Orthodox,"Sep 15, 1987",2.35,38%,3.7,35%,0.92,14%,55%,0.9,cfaf010d5b389c09
3112,Rob Wilkinson,Record: 11-2-0,"6' 3""",185 lbs.,"80""",Orthodox,"Feb 22, 1992",2.74,50%,5.66,39%,4.47,25%,0%,0.0,826475cc758e60e6
3113,James Wilks,Record: 7-4-0,"6' 1""",170 lbs.,"75""",Orthodox,"May 04, 1978",1.82,45%,2.03,50%,1.27,22%,66%,3.8,852454c572675334
3114,Tedd Williams,Record: 7-1-0,"6' 1""",275 lbs.,--,Orthodox,"Dec 19, 1969",0.0,0%,0.0,0%,0.0,0%,0%,0.0,b63e800c18e011b5
3115,Pete Williams,Record: 12-6-0,"6' 3""",235 lbs.,--,Orthodox,"Jul 10, 1975",0.61,62%,2.77,40%,1.84,40%,16%,0.9,6291ac0a3726732f
3116,Rubin Williams,Record: 0-1-0,"6' 1""",185 lbs.,--,Orthodox,"Apr 09, 1976",0.0,0%,1.39,60%,0.0,0%,0%,0.0,6f812143641ceff8
3117,Carter Williams,Record: 4-5-0,"6' 1""",265 lbs.,--,Orthodox,1980.03.30,1.55,36%,2.32,58%,2.9,33%,100%,0.0,b8e2f10efb6eca85
3118,Patrick Williams,Record: 8-6-0,"5' 8""",135 lbs.,"73""",Orthodox,"Sep 07, 1981",4.12,51%,4.12,52%,2.71,41%,100%,0.5,39330403ad27c2bb
3119,Tim Williams,Record: 15-5-0,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 03, 1986",3.07,38%,3.55,48%,1.81,40%,100%,0.0,990bd63726a577f8
3120,Jordan Williams,Record: 9-4-0 (1 NC),"6' 1""",185 lbs.,"75""",Southpaw,"Oct 13, 1990",6.07,51%,5.77,35%,0.98,50%,88%,0.0,e26bd53b751d61d9
3121,Cole Williams,Record: 11-2-0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 15, 1983",0.77,33%,12.39,13%,0.0,0%,0%,0.0,f9a20a17d712ef7c
3122,Khaos Williams,Record: 10-1-0,"6' 0""",170 lbs.,"77""",Orthodox,"Mar 30, 1994",22.22,58%,2.22,75%,0.0,0%,0%,0.0,2558ae2e5671e318
3123,Karl Willis,Record: 0-5-0,--,170.2 lbs,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,95883dbdab4fcf0f
3124,Justin Willis,Record: 8-2-0,"6' 1""",264 lbs.,"78""",Southpaw,"Jul 19, 1987",3.37,59%,2.57,57%,0.96,66%,36%,0.0,ce1e867808ef5fce
3125,Chris Wilson,Record: 18-10-0 (1 NC),"6' 1""",170 lbs.,"75""",Orthodox,"Jun 07, 1977",2.32,50%,1.36,55%,1.31,50%,60%,1.6,a56607a451e4c70d
3126,Greg Wilson,Record: 2-3-0,"5'10""",155 lbs.,--,--,"Oct 02, 1988",0.0,0%,0.0,0%,0.0,0%,0%,0.0,9cc84087ee768342
3127,Jonathan Wilson,Record: 7-3-0,"6' 2""",205 lbs.,"75""",Southpaw,"Jul 17, 1987",2.92,48%,5.65,56%,0.37,100%,80%,0.0,cd01f0b768a32475
3128,Sean Wilson,Record: 36-29-0,"5' 8""",145 lbs.,"68.5""",--,"Oct 20, 1982",1.01,31%,5.88,62%,0.0,0%,0%,0.0,b8e6393c39cb9740
3129,Matt Wiman,Record: 16-9-0,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",3.18,50%,3.57,51%,2.14,37%,56%,1.5,eb29176b03dfa888
3130,Eddie Wineland,Record: 24-14-1,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984",3.39,29%,3.54,69%,0.28,28%,86%,0.1,fc9a9559a05f2704
3131,Deron Winn,Record: 6-2-0,"5' 6""",185 lbs.,"70""",Orthodox,"Jun 13, 1989",5.95,47%,5.95,52%,2.49,35%,0%,0.0,483a953b18d73bb3
3132,Andre Winner,Record: 21-11-2,"5' 11""",155 lbs.,"73""",Orthodox,"Nov 09, 1981",2.52,33%,4.57,51%,0.0,0%,74%,0.0,b45d6b73f4ca4467
3133,Eric Wisely,Record: 26-9-1,"5' 8""",145 lbs.,"70.0""",Southpaw,"Jul 25, 1984",1.42,47%,2.08,56%,0.0,0%,27%,0.9,53f84637dfffab7a
3134,Keith Wisniewski,Record: 28-15-1,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 25, 1981",2.32,52%,4.86,42%,1.57,40%,78%,0.3,cd12227edd3f134b
3135,Jason Witt,Record: 17-6-0,"5' 10""",170 lbs.,"70""",Orthodox,"Nov 07, 1986",2.5,40%,22.5,14%,0.0,0%,0%,0.0,5f3805dda9661cba
3136,Travis Wiuff,Record: 75-21-0 (1 NC),"6' 3""",205 lbs.,"74.0""",Orthodox,"Mar 15, 1978",0.48,30%,4.03,41%,4.84,57%,44%,1.2,7f9f528cb72a6ed1
3137,Ray Wizard,Record: 0-1-0,--,--,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,ea0ad155451ed1f5
3138,Danyelle Wolf,Record: 1-0-0,"5' 11""",145 lbs.,"70""",Orthodox,"Sep 08, 1983",3.4,28%,5.67,44%,0.0,0%,100%,1.0,a7e3f02fe2b2fe30
3139,Brandon Wolff,Record: 7-5-0,"5' 9""",170 lbs.,--,Orthodox,"Oct 18, 1975",0.47,33%,10.91,19%,0.0,0%,0%,0.0,aa79d5399571068e
3140,Xue Do Won,Record: 0-1-0,"5' 7""",165 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,daa89f01e1c0f42a
3141,Nathaniel Wood,Record: 17-4-0,"5' 6""",140 lbs.,"69""",Orthodox,"May 08, 1993",5.52,48%,3.3,55%,1.65,60%,83%,1.1,329e403448756217
3142,Tyron Woodley,Record: 19-6-1,"5' 9""",170 lbs.,"74""",Orthodox,"Apr 07, 1982",2.33,48%,2.72,55%,1.08,40%,87%,0.4,effd9de9937996f8
3143,Salvador Woods,Record: 8-17-0,"5' 11""",170 lbs.,--,--,"Feb 05, 1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0,8de471543d9c933e
3144,Sean Woodson,Record: 7-1-0,"6' 2""",145 lbs.,"78""",Orthodox,"Jun 07, 1992",6.4,45%,4.43,58%,0.0,0%,77%,0.0,4682bc59d5f55145
3145,Cal Worsham,Record: 13-10-0,"5' 11""",230 lbs.,--,Orthodox,2018.11.28,0.0,0%,0.0,0%,0.0,0%,0%,0.0,de3ed2e152520c8d
3146,Hunter Worsham,Record: 7-3-0,--,185 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,8fb808fc2e145bd6
3147,Khama Worthy,Record: 16-7-0,"5' 11""",155 lbs.,"74""",Orthodox,"Oct 15, 1986",4.12,47%,3.69,45%,0.0,0%,57%,0.8,78e501478a36a018
3148,Eric Wray,Record: 5-1-0,"6' 0""",170 lbs.,--,Orthodox,--,1.76,48%,3.12,28%,4.07,66%,0%,2.0,eb6edce3028f05c0
3149,Justin Wren,Record: 13-2-0,"6' 2""",265 lbs.,"73.0""",Orthodox,"Apr 27, 1987",3.43,35%,2.07,64%,0.0,0%,100%,0.0,e78f601035d677f2
3150,JW Wright,Record: 1-0-0,--,130 lbs.,--,--,"Jan 12, 1976",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2a0b19a96f848eff
3151,Chris Wright,Record: 8-5-1,"5'9""",135.4 lbs,"70.0""",--,1985.06.28,0.0,0%,0.0,0%,0.0,0%,0%,0.0,7182146226dabe22
